Subject ID: 03_05
Date and time: 04/22/2013 13:48:29

Block	Trial	Hand	Cube	Vis	Pulse	RT	Time
1	1	left	4	visible	1	586	13:51:45
1	2	left	2	visible	2	617	13:51:58
1	3	left	1	visible	3	623	13:52:08
1	4	left	1	visible	4	638	13:52:18
1	5	left	2	visible	5	528	13:52:28
1	6	left	4	visible	Lifted hand (load)
1	6	left	4	visible	Lifted hand (load)
1	6	left	4	visible	Lifted hand (load)
1	6	left	4	visible	Lifted hand (load)
1	6	left	4	visible	Lifted hand (load)
1	6	left	4	visible	Lifted hand (load)
1	6	left	4	visible	Lifted hand (load)
1	6	left	4	visible	Lifted hand (load)
1	6	left	4	visible	Lifted hand (load)
1	6	left	4	visible	Lifted hand (view)
1	6	left	4	visible	Lifted hand (load)
1	6	left	4	visible	Lifted hand (load)
1	6	left	4	visible	Lifted hand (load)
1	6	left	4	visible	6	1109	13:54:20
1	7	left	4	visible	7	747	13:54:30
1	8	left	2	visible	8	540	13:54:38
1	9	left	2	visible	9	534	13:54:48
1	10	left	2	visible	10	581	13:54:58
1	11	left	4	visible	11	544	13:55:07
1	12	left	2	visible	12	553	13:55:15
1	13	left	2	visible	13	478	13:55:24
1	14	left	1	visible	14	554	13:55:35
1	15	left	1	visible	15	630	13:55:48
1	16	left	2	visible	16	549	13:55:57
1	17	left	1	visible	17	558	13:56:08
1	18	left	4	visible	Lifted hand (load)
1	18	left	4	visible	18	555	13:56:19
1	19	left	4	visible	19	563	13:56:28
1	20	left	1	visible	20	593	13:56:37
1	21	left	4	visible	21	576	13:56:48
1	22	left	1	visible	22	594	13:56:58
1	23	left	4	visible	23	642	13:57:08
1	24	left	1	visible	24	621	13:57:17
2	1	left	2	hidden	Lifted hand (load)
2	1	left	2	hidden	Lifted hand (load)
2	1	left	2	hidden	Lifted hand (load)
2	1	left	2	hidden	Lifted hand (load)
2	1	left	2	hidden	Lifted hand (load)
2	1	left	2	hidden	Lifted hand (load)
2	1	left	2	hidden	Lifted hand (load)
2	1	left	2	hidden	25	1228	14:07:34
2	2	left	1	hidden	26	1007	14:07:48
2	3	left	2	hidden	Lifted hand (load)
2	3	left	2	hidden	27	1050	14:08:13
2	4	left	1	hidden	28	852	14:08:29
2	5	left	4	hidden	Lifted hand (load)
2	5	left	4	hidden	Lifted hand (load)
2	5	left	4	hidden	29	959	14:09:05
2	6	left	4	hidden	Lifted hand (load)
2	6	left	4	hidden	30	1178	14:09:20
2	7	left	1	hidden	31	858	14:09:35
2	8	left	2	hidden	32	827	14:09:56
2	9	left	2	hidden	33	780	14:10:14
2	10	left	2	hidden	34	1123	14:10:27
2	11	left	2	hidden	Lifted hand (load)
2	11	left	2	hidden	35	766	14:10:41
2	12	left	2	hidden	36	1051	14:10:53
2	13	left	1	hidden	37	1163	14:11:08
2	14	left	2	hidden	Lifted hand (load)
2	14	left	2	hidden	38	1274	14:11:22
2	15	left	1	hidden	39	1062	14:11:35
2	16	left	1	hidden	Lifted hand (load)
2	16	left	1	hidden	40	867	14:12:00
2	17	left	4	hidden	Lifted hand (load)
2	17	left	4	hidden	41	892	14:12:16
2	18	left	4	hidden	Lifted hand (load)
2	18	left	4	hidden	42	811	14:12:38
2	19	left	4	hidden	43	888	14:12:51
2	20	left	1	hidden	Lifted hand (load)
2	20	left	1	hidden	44	670	14:13:07
2	21	left	4	hidden	45	1031	14:13:21
2	22	left	1	hidden	46	829	14:13:34
2	23	left	4	hidden	47	1029	14:13:51
2	24	left	4	hidden	48	875	14:14:03
3	1	right	2	visible	49	1084	14:29:19
3	2	right	4	visible	50	497	14:29:28
3	3	right	2	visible	51	761	14:30:17
3	4	right	2	visible	52	474	14:30:24
3	5	right	1	visible	53	476	14:30:32
3	6	right	4	visible	54	553	14:30:41
3	7	right	1	visible	55	520	14:30:52
3	8	right	2	visible	56	571	14:30:59
3	9	right	4	visible	57	499	14:31:08
3	10	right	2	visible	58	546	14:31:15
3	11	right	4	visible	59	546	14:31:23
3	12	right	4	visible	60	462	14:31:31
3	13	right	2	visible	61	504	14:31:38
3	14	right	2	visible	62	558	14:31:46
3	15	right	4	visible	63	582	14:31:54
3	16	right	1	visible	64	531	14:32:02
3	17	right	4	visible	65	588	14:32:10
3	18	right	1	visible	66	667	14:32:18
3	19	right	2	visible	67	501	14:32:28
3	20	right	1	visible	68	502	14:32:37
3	21	right	1	visible	69	611	14:32:45
3	22	right	1	visible	70	579	14:32:54
3	23	right	4	visible	71	572	14:33:02
3	24	right	1	visible	72	474	14:33:10
4	1	right	4	hidden	73	899	14:34:40
4	2	right	4	hidden	74	724	14:34:51
4	3	right	2	hidden	75	719	14:35:01
4	4	right	2	hidden	76	754	14:35:10
4	5	right	2	hidden	77	712	14:35:21
4	6	right	2	hidden	78	802	14:35:31
4	7	right	2	hidden	79	691	14:35:41
4	8	right	4	hidden	80	715	14:35:51
4	9	right	4	hidden	81	767	14:36:01
4	10	right	2	hidden	82	941	14:36:13
4	11	right	1	hidden	83	687	14:36:24
4	12	right	4	hidden	84	651	14:36:36
4	13	right	1	hidden	85	820	14:36:46
4	14	right	4	hidden	86	862	14:36:57
4	15	right	1	hidden	87	809	14:37:08
4	16	right	4	hidden	88	733	14:37:20
4	17	right	2	hidden	89	582	14:37:29
4	18	right	1	hidden	90	774	14:37:39
4	19	right	1	hidden	91	700	14:37:52
4	20	right	4	hidden	92	748	14:38:02
4	21	right	2	hidden	Lifted hand (load)
4	21	right	2	hidden	93	655	14:38:13
4	22	right	1	hidden	94	741	14:38:24
4	23	right	1	hidden	95	656	14:38:36
4	24	right	1	hidden	96	1107	14:38:48
