Subject ID: 03_16
Date and time: 11/21/2013 12:22:25

Block	Trial	Hand	Cube	Vis	Pulse	RT	Time
1	1	left	4	visible	1	924	12:23:16
1	2	left	4	visible	2	Lifted wrong hand (movement )
1	2	left	4	visible	3	824	12:23:41
1	3	left	1	visible	4	915	12:23:54
1	4	left	1	visible	5	1208	12:24:03
1	5	left	4	visible	6	776	12:24:14
1	6	left	1	visible	7	599	12:24:23
1	7	left	2	visible	8	729	12:24:33
1	8	left	2	visible	9	635	12:24:42
1	9	left	2	visible	10	498	12:24:52
1	10	left	4	visible	11	708	12:25:02
1	11	left	1	visible	12	663	12:25:12
1	12	left	4	visible	13	919	12:25:22
1	13	left	2	visible	14	642	12:25:32
1	14	left	1	visible	15	582	12:25:42
1	15	left	2	visible	16	501	12:25:52
1	16	left	1	visible	17	609	12:26:02
1	17	left	1	visible	18	515	12:26:11
1	18	left	2	visible	19	712	12:26:21
1	19	left	4	visible	20	496	12:26:30
1	20	left	4	visible	21	519	12:26:41
1	21	left	2	visible	22	685	12:26:49
1	22	left	1	visible	23	742	12:26:59
1	23	left	2	visible	24	677	12:27:09
1	24	left	4	visible	25	699	12:27:18
2	1	left	1	hidden	26	1395	12:29:07
2	2	left	2	hidden	27	707	12:29:23
2	3	left	2	hidden	28	736	12:29:36
2	4	left	4	hidden	29	890	12:29:48
2	5	left	1	hidden	30	623	12:30:01
2	6	left	4	hidden	31	616	12:30:14
2	7	left	2	hidden	32	651	12:30:26
2	8	left	4	hidden	33	654	12:30:38
2	9	left	2	hidden	34	638	12:30:50
2	10	left	2	hidden	35	640	12:31:01
2	11	left	2	hidden	36	747	12:31:13
2	12	left	2	hidden	37	674	12:31:25
2	13	left	1	hidden	38	574	12:31:37
2	14	left	1	hidden	39	610	12:31:50
2	15	left	4	hidden	40	668	12:32:02
2	16	left	4	hidden	41	653	12:32:19
2	17	left	1	hidden	42	586	12:32:31
2	18	left	2	hidden	43	627	12:32:46
2	19	left	4	hidden	44	583	12:32:59
2	20	left	1	hidden	45	Lifted wrong hand (movement )
2	20	left	1	hidden	46	837	12:33:24
2	21	left	1	hidden	47	552	12:33:38
2	22	left	4	hidden	48	649	12:33:50
2	23	left	4	hidden	49	628	12:34:03
2	24	left	1	hidden	50	722	12:34:15
3	1	right	2	visible	51	617	12:43:27
3	2	right	1	visible	52	813	12:43:38
3	3	right	2	visible	53	635	12:43:49
3	4	right	1	visible	54	563	12:44:02
3	5	right	4	visible	55	700	12:44:11
3	6	right	1	visible	Lifted hand (load)
3	6	right	1	visible	56	567	12:44:46
3	7	right	4	visible	57	592	12:44:54
3	8	right	2	visible	58	499	12:45:04
3	9	right	2	visible	59	527	12:45:12
3	10	right	2	visible	60	585	12:45:21
3	11	right	4	visible	61	539	12:45:30
3	12	right	4	visible	62	571	12:45:39
3	13	right	4	visible	63	473	12:45:48
3	14	right	2	visible	64	487	12:45:58
3	15	right	4	visible	65	515	12:46:08
3	16	right	2	visible	66	509	12:46:18
3	17	right	1	visible	67	535	12:46:27
3	18	right	4	visible	68	456	12:46:36
3	19	right	1	visible	69	510	12:46:46
3	20	right	2	visible	70	428	12:46:55
3	21	right	4	visible	71	632	12:47:03
3	22	right	1	visible	72	517	12:47:12
3	23	right	1	visible	73	575	12:47:20
3	24	right	1	visible	74	440	12:47:30
4	1	right	2	hidden	Lifted hand (load)
4	1	right	2	hidden	75	849	12:49:05
4	2	right	2	hidden	76	607	12:49:17
4	3	right	2	hidden	77	552	12:49:28
4	4	right	1	hidden	78	534	12:49:40
4	5	right	2	hidden	79	626	12:49:52
4	6	right	1	hidden	80	585	12:50:03
4	7	right	4	hidden	81	552	12:50:15
4	8	right	1	hidden	82	583	12:50:27
4	9	right	2	hidden	83	545	12:50:39
4	10	right	4	hidden	84	563	12:50:50
4	11	right	1	hidden	85	515	12:51:02
4	12	right	2	hidden	86	616	12:51:14
4	13	right	2	hidden	87	503	12:51:25
4	14	right	1	hidden	88	480	12:51:36
4	15	right	2	hidden	89	553	12:51:49
4	16	right	1	hidden	90	417	12:52:00
4	17	right	4	hidden	91	619	12:52:11
4	18	right	4	hidden	92	496	12:52:23
4	19	right	4	hidden	93	515	12:52:35
4	20	right	4	hidden	94	731	12:52:47
4	21	right	1	hidden	95	494	12:52:59
4	22	right	4	hidden	96	519	12:53:11
4	23	right	4	hidden	97	474	12:53:22
4	24	right	1	hidden	98	650	12:53:33
