Subject ID: 03_15
Date and time: 11/19/2013 16:15:16

Block	Trial	Hand	Cube	Vis	Pulse	RT	Time
1	1	right	2	hidden	1	1697	16:15:33
1	2	right	2	hidden	2	606	16:16:16
1	3	right	1	hidden	3	571	16:16:30
1	4	right	2	hidden	4	615	16:16:41
1	5	right	4	hidden	5	780	16:16:57
1	6	right	1	hidden	6	932	16:17:11
1	7	right	1	hidden	7	949	16:17:22
1	8	right	1	hidden	8	507	16:17:35
1	9	right	4	hidden	9	1950	16:17:47
1	10	right	1	hidden	10	824	16:17:57
1	11	right	2	hidden	11	860	16:18:07
1	12	right	1	hidden	12	836	16:18:17
1	13	right	4	hidden	13	1050	16:18:26
1	14	right	4	hidden	14	1051	16:18:36
1	15	right	4	hidden	15	1217	16:18:47
1	16	right	2	hidden	16	754	16:18:57
1	17	right	4	hidden	17	955	16:19:07
1	18	right	1	hidden	18	595	16:19:17
1	19	right	4	hidden	19	617	16:19:29
1	20	right	2	hidden	20	811	16:19:38
1	21	right	4	hidden	21	694	16:19:47
1	22	right	2	hidden	22	748	16:19:58
1	23	right	1	hidden	23	597	16:20:07
1	24	right	2	hidden	24	899	16:20:17
2	1	right	1	visible	25	558	16:21:12
2	2	right	2	visible	26	620	16:21:19
2	3	right	2	visible	27	667	16:21:26
2	4	right	2	visible	28	673	16:21:34
2	5	right	2	visible	29	651	16:21:41
2	6	right	4	visible	30	752	16:21:49
2	7	right	1	visible	31	728	16:22:00
2	8	right	4	visible	32	783	16:22:10
2	9	right	1	visible	33	738	16:22:21
2	10	right	1	visible	34	646	16:22:29
2	11	right	4	visible	35	758	16:22:35
2	12	right	1	visible	36	510	16:22:42
2	13	right	1	visible	37	480	16:22:51
2	14	right	1	visible	38	579	16:22:58
2	15	right	4	visible	39	539	16:23:06
2	16	right	4	visible	40	526	16:23:13
2	17	right	2	visible	41	574	16:23:19
2	18	right	1	visible	42	475	16:23:26
2	19	right	4	visible	43	631	16:23:33
2	20	right	4	visible	44	564	16:23:40
2	21	right	4	visible	45	723	16:23:47
2	22	right	2	visible	46	534	16:23:53
2	23	right	2	visible	47	502	16:24:01
2	24	right	2	visible	48	549	16:24:07
3	1	left	4	hidden	49	966	16:35:29
3	2	left	2	hidden	50	732	16:35:43
3	3	left	4	hidden	51	691	16:36:00
3	4	left	2	hidden	52	686	16:36:11
3	5	left	2	hidden	53	718	16:36:22
3	6	left	1	hidden	54	713	16:36:33
3	7	left	2	hidden	55	633	16:36:45
3	8	left	1	hidden	56	541	16:36:58
3	9	left	2	hidden	57	806	16:37:09
3	10	left	4	hidden	58	900	16:37:20
3	11	left	4	hidden	59	797	16:37:30
3	12	left	1	hidden	60	640	16:37:41
3	13	left	2	hidden	61	726	16:37:52
3	14	left	1	hidden	62	567	16:38:03
3	15	left	1	hidden	Lifted hand (load)
3	15	left	1	hidden	63	537	16:38:16
3	16	left	2	hidden	64	659	16:38:28
3	17	left	4	hidden	65	1092	16:38:38
3	18	left	1	hidden	66	603	16:38:49
3	19	left	1	hidden	67	576	16:39:00
3	20	left	2	hidden	68	663	16:39:11
3	21	left	4	hidden	69	1208	16:39:21
3	22	left	1	hidden	70	635	16:39:32
3	23	left	4	hidden	71	848	16:39:42
3	24	left	4	hidden	72	592	16:39:53
4	1	left	4	visible	73	820	16:40:26
4	2	left	1	visible	74	590	16:40:34
4	3	left	1	visible	75	737	16:40:42
4	4	left	4	visible	76	590	16:40:48
4	5	left	2	visible	77	738	16:40:56
4	6	left	1	visible	78	635	16:41:04
4	7	left	2	visible	79	599	16:41:12
4	8	left	4	visible	80	614	16:41:19
4	9	left	4	visible	81	633	16:41:50
4	10	left	2	visible	82	589	16:42:03
4	11	left	1	visible	83	823	16:42:10
4	12	left	4	visible	84	474	16:42:24
4	13	left	4	visible	85	595	16:42:32
4	14	left	1	visible	86	517	16:42:39
4	15	left	2	visible	87	539	16:42:46
4	16	left	2	visible	88	656	16:42:53
4	17	left	2	visible	89	564	16:43:01
4	18	left	2	visible	90	641	16:43:08
4	19	left	4	visible	91	607	16:43:14
4	20	left	1	visible	92	610	16:43:21
4	21	left	2	visible	93	657	16:43:28
4	22	left	1	visible	94	574	16:43:35
4	23	left	1	visible	95	604	16:43:41
4	24	left	4	visible	96	556	16:43:48
