Subject ID: 03_18
Date and time: 11/25/2013 16:25:43

Block	Trial	Hand	Cube	Vis	Pulse	RT	Time
1	1	left	2	hidden	1	1575	16:28:46
1	2	left	2	hidden	2	844	16:29:06
1	3	left	4	hidden	3	765	16:29:17
1	4	left	1	hidden	4	740	16:29:29
1	5	left	1	hidden	5	736	16:29:41
1	6	left	4	hidden	6	748	16:29:53
1	7	left	4	hidden	7	625	16:30:05
1	8	left	1	hidden	8	646	16:30:17
1	9	left	2	hidden	9	790	16:30:29
1	10	left	2	hidden	10	545	16:30:40
1	11	left	1	hidden	11	614	16:30:58
1	12	left	4	hidden	Lifted hand (load)
1	12	left	4	hidden	12	660	16:31:58
1	13	left	1	hidden	13	590	16:32:17
1	14	left	4	hidden	14	488	16:32:28
1	15	left	4	hidden	15	501	16:32:40
1	16	left	2	hidden	16	514	16:32:50
1	17	left	4	hidden	17	479	16:33:01
1	18	left	1	hidden	18	444	16:33:12
1	19	left	4	hidden	19	550	16:33:23
1	20	left	2	hidden	20	568	16:33:34
1	21	left	1	hidden	21	483	16:33:45
1	22	left	2	hidden	22	444	16:33:58
1	23	left	2	hidden	23	446	16:34:08
1	24	left	1	hidden	24	470	16:34:19
2	1	left	4	visible	25	744	16:35:02
2	2	left	4	visible	26	480	16:35:11
2	3	left	2	visible	27	489	16:35:20
2	4	left	4	visible	28	410	16:35:29
2	5	left	1	visible	29	405	16:35:37
2	6	left	4	visible	30	454	16:35:45
2	7	left	4	visible	31	399	16:35:52
2	8	left	4	visible	32	448	16:36:00
2	9	left	2	visible	33	410	16:36:09
2	10	left	1	visible	34	363	16:36:16
2	11	left	2	visible	35	473	16:36:23
2	12	left	4	visible	36	303	16:36:30
2	13	left	1	visible	37	528	16:36:40
2	14	left	2	visible	38	437	16:36:47
2	15	left	1	visible	39	393	16:36:55
2	16	left	2	visible	40	394	16:37:02
2	17	left	2	visible	41	308	16:37:09
2	18	left	1	visible	42	408	16:37:17
2	19	left	2	visible	43	358	16:37:24
2	20	left	2	visible	44	494	16:37:32
2	21	left	1	visible	45	417	16:37:39
2	22	left	1	visible	46	447	16:37:47
2	23	left	1	visible	47	401	16:37:54
2	24	left	4	visible	48	321	16:38:02
3	1	right	1	visible	Lifted hand (view)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	Lifted hand (load)
3	1	right	1	visible	49	651	16:49:42
3	2	right	1	visible	50	385	16:49:50
3	3	right	2	visible	51	561	16:49:59
3	4	right	1	visible	52	525	16:50:07
3	5	right	4	visible	53	365	16:50:15
3	6	right	1	visible	54	421	16:50:23
3	7	right	4	visible	55	442	16:50:31
3	8	right	2	visible	56	309	16:50:38
3	9	right	4	visible	57	362	16:50:45
3	10	right	1	visible	58	326	16:50:52
3	11	right	2	visible	59	386	16:50:58
3	12	right	1	visible	60	335	16:51:06
3	13	right	4	visible	61	489	16:51:18
3	14	right	1	visible	62	428	16:51:26
3	15	right	4	visible	63	347	16:51:33
3	16	right	2	visible	64	409	16:51:40
3	17	right	4	visible	65	325	16:51:47
3	18	right	2	visible	66	343	16:51:54
3	19	right	2	visible	67	491	16:52:07
3	20	right	4	visible	68	335	16:52:14
3	21	right	1	visible	69	411	16:52:21
3	22	right	2	visible	70	377	16:52:28
3	23	right	4	visible	71	448	16:52:35
3	24	right	2	visible	72	419	16:52:42
4	1	right	1	hidden	73	395	16:54:31
4	2	right	4	hidden	74	604	16:55:10
4	3	right	2	hidden	75	321	16:55:20
4	4	right	1	hidden	76	366	16:55:28
4	5	right	4	hidden	77	348	16:55:38
4	6	right	1	hidden	78	352	16:55:47
4	7	right	2	hidden	79	327	16:55:56
4	8	right	1	hidden	80	333	16:56:05
4	9	right	1	hidden	81	334	16:56:14
4	10	right	2	hidden	82	374	16:56:22
4	11	right	2	hidden	83	555	16:56:31
4	12	right	1	hidden	84	579	16:56:40
4	13	right	4	hidden	85	473	16:56:49
4	14	right	1	hidden	86	399	16:56:59
4	15	right	4	hidden	87	256	16:57:08
4	16	right	4	hidden	88	401	16:57:17
4	17	right	2	hidden	89	360	16:57:25
4	18	right	4	hidden	90	441	16:57:34
4	19	right	4	hidden	91	373	16:57:43
4	20	right	2	hidden	92	415	16:57:51
4	21	right	1	hidden	93	279	16:57:59
4	22	right	2	hidden	94	405	16:58:08
4	23	right	4	hidden	95	586	16:58:17
4	24	right	2	hidden	96	389	16:58:25
