Subject ID: 03_13
Date and time: 11/05/2013 12:26:25

Block	Trial	Hand	Cube	Vis	Pulse	RT	Time
1	1	right	1	visible	1	551	12:27:14
1	2	right	4	visible	2	669	12:27:23
1	3	right	2	visible	3	421	12:27:32
1	4	right	4	visible	4	427	12:27:40
1	5	right	2	visible	5	421	12:27:48
1	6	right	4	visible	6	442	12:27:58
1	7	right	2	visible	7	466	12:28:06
1	8	right	2	visible	8	443	12:28:14
1	9	right	2	visible	9	407	12:28:22
1	10	right	4	visible	10	345	12:28:30
1	11	right	4	visible	11	482	12:28:37
1	12	right	1	visible	12	393	12:28:43
1	13	right	4	visible	13	423	12:28:50
1	14	right	1	visible	14	358	12:28:58
1	15	right	1	visible	15	447	12:29:06
1	16	right	1	visible	16	361	12:29:14
1	17	right	4	visible	17	421	12:29:21
1	18	right	2	visible	18	431	12:29:29
1	19	right	1	visible	19	360	12:29:37
1	20	right	1	visible	20	337	12:29:44
1	21	right	4	visible	21	389	12:29:53
1	22	right	2	visible	22	459	12:30:00
1	23	right	2	visible	23	381	12:30:07
1	24	right	1	visible	24	417	12:30:15
2	1	right	2	hidden	25	1043	12:31:47
2	2	right	4	hidden	26	702	12:32:01
2	3	right	1	hidden	27	574	12:32:12
2	4	right	4	hidden	28	540	12:32:23
2	5	right	2	hidden	29	485	12:32:34
2	6	right	1	hidden	30	628	12:32:45
2	7	right	1	hidden	31	468	12:32:57
2	8	right	2	hidden	32	515	12:33:09
2	9	right	4	hidden	33	820	12:33:20
2	10	right	1	hidden	34	665	12:33:29
2	11	right	2	hidden	35	475	12:33:39
2	12	right	2	hidden	36	473	12:33:48
2	13	right	1	hidden	37	476	12:33:58
2	14	right	4	hidden	38	639	12:34:08
2	15	right	1	hidden	39	628	12:34:17
2	16	right	1	hidden	40	525	12:34:28
2	17	right	2	hidden	41	511	12:34:37
2	18	right	4	hidden	42	644	12:34:46
2	19	right	4	hidden	43	489	12:34:55
2	20	right	1	hidden	44	422	12:35:05
2	21	right	2	hidden	45	458	12:35:15
2	22	right	2	hidden	46	462	12:35:25
2	23	right	4	hidden	47	552	12:35:35
2	24	right	4	hidden	48	499	12:35:45
3	1	left	2	hidden	49	Lifted wrong hand (movement )
3	1	left	2	hidden	50	537	12:48:27
3	2	left	2	hidden	51	411	12:48:49
3	3	left	1	hidden	52	418	12:49:04
3	4	left	1	hidden	53	2428	12:49:16
3	5	left	1	hidden	54	344	12:49:59
3	6	left	1	hidden	55	586	12:50:14
3	7	left	1	hidden	56	348	12:50:25
3	8	left	4	hidden	57	594	12:50:38
3	9	left	2	hidden	58	382	12:50:50
3	10	left	1	hidden	59	374	12:51:02
3	11	left	2	hidden	60	381	12:51:15
3	12	left	4	hidden	61	492	12:51:28
3	13	left	2	hidden	62	366	12:51:39
3	14	left	4	hidden	63	464	12:51:50
3	15	left	2	hidden	64	349	12:52:01
3	16	left	2	hidden	65	415	12:52:12
3	17	left	4	hidden	66	517	12:52:24
3	18	left	4	hidden	67	524	12:52:35
3	19	left	4	hidden	68	479	12:52:48
3	20	left	1	hidden	69	416	12:52:59
3	21	left	4	hidden	70	522	12:53:11
3	22	left	4	hidden	71	470	12:53:25
3	23	left	1	hidden	72	400	12:53:36
3	24	left	2	hidden	73	410	12:54:10
4	1	left	2	visible	74	387	12:55:03
4	2	left	1	visible	75	333	12:55:12
4	3	left	4	visible	76	384	12:55:23
4	4	left	4	visible	77	345	12:55:31
4	5	left	2	visible	78	361	12:55:42
4	6	left	1	visible	79	417	12:55:51
4	7	left	1	visible	80	445	12:55:59
4	8	left	4	visible	81	362	12:56:07
4	9	left	2	visible	82	487	12:56:15
4	10	left	2	visible	83	336	12:56:24
4	11	left	1	visible	84	368	12:56:32
4	12	left	1	visible	85	337	12:56:40
4	13	left	4	visible	86	311	12:56:48
4	14	left	2	visible	87	375	12:56:56
4	15	left	4	visible	88	363	12:57:03
4	16	left	2	visible	89	332	12:57:11
4	17	left	4	visible	90	393	12:57:21
4	18	left	1	visible	91	416	12:57:30
4	19	left	1	visible	92	356	12:57:37
4	20	left	2	visible	93	680	12:57:46
4	21	left	1	visible	94	365	12:57:54
4	22	left	4	visible	95	403	12:58:02
4	23	left	4	visible	96	344	12:58:10
4	24	left	2	visible	97	371	12:58:17
